distance_usd,secs_remaining,p_cross,n,session
1085,600,0.000556,10800,NY_OPEN
1090,600,0.000556,10800,NY_OPEN
1095,600,0.000556,10800,NY_OPEN
1100,600,0.000556,10800,NY_OPEN
1105,600,0.00037,10800,NY_OPEN
1110,600,0.00037,10800,NY_OPEN
1115,600,0.00037,10800,NY_OPEN
1120,600,0.00037,10800,NY_OPEN
1125,600,0.00037,10800,NY_OPEN
1130,600,0.00037,10800,NY_OPEN
1135,600,0.00037,10800,NY_OPEN
1140,600,0.00037,10800,NY_OPEN
1145,600,0.00037,10800,NY_OPEN
1150,600,0.00037,10800,NY_OPEN
1155,600,0.00037,10800,NY_OPEN
1160,600,0.00037,10800,NY_OPEN
1165,600,0.00037,10800,NY_OPEN
1170,600,0.00037,10800,NY_OPEN
1175,600,0.00037,10800,NY_OPEN
1180,600,0.00037,10800,NY_OPEN
1185,600,0.00037,10800,NY_OPEN
1190,600,0.00037,10800,NY_OPEN
1195,600,0.000278,10800,NY_OPEN
1200,600,0.000185,10800,NY_OPEN
1205,600,0.000185,10800,NY_OPEN
1210,600,0.000185,10800,NY_OPEN
1215,600,0.000185,10800,NY_OPEN
1220,600,0.000185,10800,NY_OPEN
1225,600,0.000185,10800,NY_OPEN
1230,600,0.000185,10800,NY_OPEN
1235,600,0.000185,10800,NY_OPEN
1240,600,0.000185,10800,NY_OPEN
1245,600,0.000185,10800,NY_OPEN
1250,600,0.000185,10800,NY_OPEN
1255,600,0.000185,10800,NY_OPEN
1260,600,0.000185,10800,NY_OPEN
1265,600,0.000185,10800,NY_OPEN
1270,600,9.3e-05,10800,NY_OPEN
1275,600,9.3e-05,10800,NY_OPEN
1280,600,0.0,10800,NY_OPEN
1285,600,0.0,10800,NY_OPEN
1290,600,0.0,10800,NY_OPEN
1295,600,0.0,10800,NY_OPEN
1300,600,0.0,10800,NY_OPEN
1305,600,0.0,10800,NY_OPEN
1310,600,0.0,10800,NY_OPEN
1315,600,0.0,10800,NY_OPEN
1320,600,0.0,10800,NY_OPEN
1325,600,0.0,10800,NY_OPEN
1330,600,0.0,10800,NY_OPEN
1335,600,0.0,10800,NY_OPEN
1340,600,0.0,10800,NY_OPEN
1345,600,0.0,10800,NY_OPEN
1350,600,0.0,10800,NY_OPEN
1355,600,0.0,10800,NY_OPEN
1360,600,0.0,10800,NY_OPEN
1365,600,0.0,10800,NY_OPEN
1370,600,0.0,10800,NY_OPEN
1375,600,0.0,10800,NY_OPEN
1380,600,0.0,10800,NY_OPEN
1385,600,0.0,10800,NY_OPEN
1390,600,0.0,10800,NY_OPEN
1395,600,0.0,10800,NY_OPEN
1400,600,0.0,10800,NY_OPEN
1405,600,0.0,10800,NY_OPEN
1410,600,0.0,10800,NY_OPEN
1415,600,0.0,10800,NY_OPEN
1420,600,0.0,10800,NY_OPEN
1425,600,0.0,10800,NY_OPEN
1430,600,0.0,10800,NY_OPEN
1435,600,0.0,10800,NY_OPEN
1440,600,0.0,10800,NY_OPEN
1445,600,0.0,10800,NY_OPEN
1450,600,0.0,10800,NY_OPEN
1455,600,0.0,10800,NY_OPEN
1460,600,0.0,10800,NY_OPEN
1465,600,0.0,10800,NY_OPEN
1470,600,0.0,10800,NY_OPEN
1475,600,0.0,10800,NY_OPEN
1480,600,0.0,10800,NY_OPEN
1485,600,0.0,10800,NY_OPEN
1490,600,0.0,10800,NY_OPEN
1495,600,0.0,10800,NY_OPEN
1500,600,0.0,10800,NY_OPEN
1505,600,0.0,10800,NY_OPEN
1510,600,0.0,10800,NY_OPEN
1515,600,0.0,10800,NY_OPEN
1520,600,0.0,10800,NY_OPEN
1525,600,0.0,10800,NY_OPEN
1530,600,0.0,10800,NY_OPEN
1535,600,0.0,10800,NY_OPEN
1540,600,0.0,10800,NY_OPEN
1545,600,0.0,10800,NY_OPEN
1550,600,0.0,10800,NY_OPEN
1555,600,0.0,10800,NY_OPEN
1560,600,0.0,10800,NY_OPEN
1565,600,0.0,10800,NY_OPEN
1570,600,0.0,10800,NY_OPEN
1575,600,0.0,10800,NY_OPEN
1580,600,0.0,10800,NY_OPEN
1585,600,0.0,10800,NY_OPEN
1590,600,0.0,10800,NY_OPEN
1595,600,0.0,10800,NY_OPEN
1600,600,0.0,10800,NY_OPEN
1605,600,0.0,10800,NY_OPEN
1610,600,0.0,10800,NY_OPEN
1615,600,0.0,10800,NY_OPEN
1620,600,0.0,10800,NY_OPEN
1625,600,0.0,10800,NY_OPEN
1630,600,0.0,10800,NY_OPEN
1635,600,0.0,10800,NY_OPEN
1640,600,0.0,10800,NY_OPEN
1645,600,0.0,10800,NY_OPEN
1650,600,0.0,10800,NY_OPEN
1655,600,0.0,10800,NY_OPEN
1660,600,0.0,10800,NY_OPEN
1665,600,0.0,10800,NY_OPEN
1670,600,0.0,10800,NY_OPEN
1675,600,0.0,10800,NY_OPEN
1680,600,0.0,10800,NY_OPEN
1685,600,0.0,10800,NY_OPEN
1690,600,0.0,10800,NY_OPEN
1695,600,0.0,10800,NY_OPEN
1700,600,0.0,10800,NY_OPEN
1705,600,0.0,10800,NY_OPEN
1710,600,0.0,10800,NY_OPEN
1715,600,0.0,10800,NY_OPEN
1720,600,0.0,10800,NY_OPEN
1725,600,0.0,10800,NY_OPEN
1730,600,0.0,10800,NY_OPEN
1735,600,0.0,10800,NY_OPEN
1740,600,0.0,10800,NY_OPEN
1745,600,0.0,10800,NY_OPEN
1750,600,0.0,10800,NY_OPEN
1755,600,0.0,10800,NY_OPEN
1760,600,0.0,10800,NY_OPEN
1765,600,0.0,10800,NY_OPEN
1770,600,0.0,10800,NY_OPEN
1775,600,0.0,10800,NY_OPEN
1780,600,0.0,10800,NY_OPEN
1785,600,0.0,10800,NY_OPEN
1790,600,0.0,10800,NY_OPEN
1795,600,0.0,10800,NY_OPEN
1800,600,0.0,10800,NY_OPEN
1805,600,0.0,10800,NY_OPEN
1810,600,0.0,10800,NY_OPEN
1815,600,0.0,10800,NY_OPEN
1820,600,0.0,10800,NY_OPEN
1825,600,0.0,10800,NY_OPEN
1830,600,0.0,10800,NY_OPEN
1835,600,0.0,10800,NY_OPEN
1840,600,0.0,10800,NY_OPEN
1845,600,0.0,10800,NY_OPEN
1850,600,0.0,10800,NY_OPEN
1855,600,0.0,10800,NY_OPEN
1860,600,0.0,10800,NY_OPEN
1865,600,0.0,10800,NY_OPEN
1870,600,0.0,10800,NY_OPEN
1875,600,0.0,10800,NY_OPEN
1880,600,0.0,10800,NY_OPEN
1885,600,0.0,10800,NY_OPEN
1890,600,0.0,10800,NY_OPEN
1895,600,0.0,10800,NY_OPEN
1900,600,0.0,10800,NY_OPEN
1905,600,0.0,10800,NY_OPEN
1910,600,0.0,10800,NY_OPEN
1915,600,0.0,10800,NY_OPEN
1920,600,0.0,10800,NY_OPEN
1925,600,0.0,10800,NY_OPEN
1930,600,0.0,10800,NY_OPEN
1935,600,0.0,10800,NY_OPEN
1940,600,0.0,10800,NY_OPEN
1945,600,0.0,10800,NY_OPEN
1950,600,0.0,10800,NY_OPEN
1955,600,0.0,10800,NY_OPEN
1960,600,0.0,10800,NY_OPEN
1965,600,0.0,10800,NY_OPEN
1970,600,0.0,10800,NY_OPEN
1975,600,0.0,10800,NY_OPEN
1980,600,0.0,10800,NY_OPEN
1985,600,0.0,10800,NY_OPEN
1990,600,0.0,10800,NY_OPEN
1995,600,0.0,10800,NY_OPEN
2000,600,0.0,10800,NY_OPEN
50,600,0.999875,16020,NY_PRE
55,600,0.999875,16020,NY_PRE
60,600,0.99975,16020,NY_PRE
65,600,0.999625,16020,NY_PRE
70,600,0.998939,16020,NY_PRE
75,600,0.997753,16020,NY_PRE
80,600,0.995818,16020,NY_PRE
85,600,0.993134,16020,NY_PRE
90,600,0.988951,16020,NY_PRE
95,600,0.984457,16020,NY_PRE
100,600,0.97834,16020,NY_PRE
105,600,0.971348,16020,NY_PRE
110,600,0.962921,16020,NY_PRE
115,600,0.952185,16020,NY_PRE
120,600,0.939888,16020,NY_PRE
125,600,0.926654,16020,NY_PRE
130,600,0.911111,16020,NY_PRE
135,600,0.893633,16020,NY_PRE
140,600,0.877653,16020,NY_PRE
145,600,0.860112,16020,NY_PRE
150,600,0.841261,16020,NY_PRE
155,600,0.821223,16020,NY_PRE
160,600,0.802247,16020,NY_PRE
165,600,0.783021,16020,NY_PRE
170,600,0.763233,16020,NY_PRE
175,600,0.743758,16020,NY_PRE
180,600,0.724719,16020,NY_PRE
185,600,0.703184,16020,NY_PRE
190,600,0.680025,16020,NY_PRE
195,600,0.657678,16020,NY_PRE
200,600,0.636267,16020,NY_PRE
205,600,0.615605,16020,NY_PRE
210,600,0.59563,16020,NY_PRE
215,600,0.574969,16020,NY_PRE
220,600,0.554432,16020,NY_PRE
225,600,0.535081,16020,NY_PRE
230,600,0.516479,16020,NY_PRE
235,600,0.498315,16020,NY_PRE
240,600,0.481523,16020,NY_PRE
245,600,0.463795,16020,NY_PRE
250,600,0.445131,16020,NY_PRE
255,600,0.428402,16020,NY_PRE
260,600,0.412547,16020,NY_PRE
265,600,0.396692,16020,NY_PRE
270,600,0.38196,16020,NY_PRE
275,600,0.366854,16020,NY_PRE
280,600,0.352809,16020,NY_PRE
285,600,0.339014,16020,NY_PRE
290,600,0.325655,16020,NY_PRE
295,600,0.312484,16020,NY_PRE
300,600,0.299501,16020,NY_PRE
305,600,0.28814,16020,NY_PRE
310,600,0.27628,16020,NY_PRE
315,600,0.26573,16020,NY_PRE
320,600,0.25618,16020,NY_PRE
325,600,0.245568,16020,NY_PRE
330,600,0.233895,16020,NY_PRE
335,600,0.224407,16020,NY_PRE
340,600,0.216042,16020,NY_PRE
345,600,0.206929,16020,NY_PRE
350,600,0.198502,16020,NY_PRE
355,600,0.190012,16020,NY_PRE
360,600,0.181773,16020,NY_PRE
365,600,0.173471,16020,NY_PRE
370,600,0.165543,16020,NY_PRE
375,600,0.156742,16020,NY_PRE
380,600,0.149938,16020,NY_PRE
385,600,0.14407,16020,NY_PRE
390,600,0.137391,16020,NY_PRE
395,600,0.131211,16020,NY_PRE
400,600,0.12397,16020,NY_PRE
405,600,0.118851,16020,NY_PRE
410,600,0.113296,16020,NY_PRE
415,600,0.10774,16020,NY_PRE
420,600,0.102372,16020,NY_PRE
425,600,0.097566,16020,NY_PRE
430,600,0.092572,16020,NY_PRE
435,600,0.088202,16020,NY_PRE
440,600,0.084082,16020,NY_PRE
445,600,0.080212,16020,NY_PRE
450,600,0.076342,16020,NY_PRE
455,600,0.071973,16020,NY_PRE
460,600,0.068227,16020,NY_PRE
465,600,0.064981,16020,NY_PRE
470,600,0.062047,16020,NY_PRE
475,600,0.058989,16020,NY_PRE
480,600,0.055368,16020,NY_PRE
485,600,0.052809,16020,NY_PRE
490,600,0.050499,16020,NY_PRE
495,600,0.04769,16020,NY_PRE
500,600,0.045818,16020,NY_PRE
505,600,0.043695,16020,NY_PRE
510,600,0.041448,16020,NY_PRE
515,600,0.038951,16020,NY_PRE
520,600,0.037016,16020,NY_PRE
525,600,0.035643,16020,NY_PRE
530,600,0.034207,16020,NY_PRE
535,600,0.033333,16020,NY_PRE
540,600,0.031898,16020,NY_PRE
545,600,0.029963,16020,NY_PRE
550,600,0.028714,16020,NY_PRE
555,600,0.027029,16020,NY_PRE
560,600,0.025531,16020,NY_PRE
565,600,0.024594,16020,NY_PRE
570,600,0.022784,16020,NY_PRE
575,600,0.02166,16020,NY_PRE
580,600,0.020724,16020,NY_PRE
585,600,0.019913,16020,NY_PRE
590,600,0.018914,16020,NY_PRE
595,600,0.018102,16020,NY_PRE
600,600,0.017228,16020,NY_PRE
605,600,0.016479,16020,NY_PRE
610,600,0.015605,16020,NY_PRE
615,600,0.014981,16020,NY_PRE
620,600,0.014607,16020,NY_PRE
625,600,0.013858,16020,NY_PRE
630,600,0.013358,16020,NY_PRE
635,600,0.012672,16020,NY_PRE
640,600,0.012235,16020,NY_PRE
645,600,0.011673,16020,NY_PRE
650,600,0.011236,16020,NY_PRE
655,600,0.010737,16020,NY_PRE
660,600,0.009988,16020,NY_PRE
665,600,0.0098,16020,NY_PRE
670,600,0.009238,16020,NY_PRE
675,600,0.008552,16020,NY_PRE
680,600,0.008052,16020,NY_PRE
685,600,0.007615,16020,NY_PRE
690,600,0.007428,16020,NY_PRE
695,600,0.006991,16020,NY_PRE
700,600,0.006492,16020,NY_PRE
705,600,0.005868,16020,NY_PRE
710,600,0.005431,16020,NY_PRE
715,600,0.005119,16020,NY_PRE
720,600,0.004931,16020,NY_PRE
725,600,0.004744,16020,NY_PRE
730,600,0.004494,16020,NY_PRE
735,600,0.00437,16020,NY_PRE
740,600,0.004245,16020,NY_PRE
745,600,0.003808,16020,NY_PRE
750,600,0.00362,16020,NY_PRE
755,600,0.003433,16020,NY_PRE
760,600,0.003371,16020,NY_PRE
765,600,0.003308,16020,NY_PRE
770,600,0.003184,16020,NY_PRE
775,600,0.003184,16020,NY_PRE
780,600,0.002934,16020,NY_PRE
785,600,0.002809,16020,NY_PRE
790,600,0.002684,16020,NY_PRE
795,600,0.002559,16020,NY_PRE
800,600,0.002497,16020,NY_PRE
805,600,0.002434,16020,NY_PRE
810,600,0.002247,16020,NY_PRE
815,600,0.002122,16020,NY_PRE
820,600,0.001998,16020,NY_PRE
825,600,0.001935,16020,NY_PRE
830,600,0.001935,16020,NY_PRE
835,600,0.00181,16020,NY_PRE
840,600,0.001748,16020,NY_PRE
845,600,0.001623,16020,NY_PRE
850,600,0.001436,16020,NY_PRE
855,600,0.001436,16020,NY_PRE
860,600,0.001436,16020,NY_PRE
865,600,0.001436,16020,NY_PRE
870,600,0.001436,16020,NY_PRE
875,600,0.001311,16020,NY_PRE
880,600,0.001311,16020,NY_PRE
885,600,0.001311,16020,NY_PRE
890,600,0.001248,16020,NY_PRE
895,600,0.001248,16020,NY_PRE
900,600,0.001061,16020,NY_PRE
905,600,0.001061,16020,NY_PRE
910,600,0.000936,16020,NY_PRE
915,600,0.000874,16020,NY_PRE
920,600,0.000811,16020,NY_PRE
925,600,0.000811,16020,NY_PRE
930,600,0.000749,16020,NY_PRE
935,600,0.000749,16020,NY_PRE
940,600,0.000749,16020,NY_PRE
945,600,0.000749,16020,NY_PRE
950,600,0.000749,16020,NY_PRE
955,600,0.000749,16020,NY_PRE
960,600,0.000687,16020,NY_PRE
965,600,0.000562,16020,NY_PRE
970,600,0.000562,16020,NY_PRE
975,600,0.000499,16020,NY_PRE
980,600,0.000499,16020,NY_PRE
985,600,0.000375,16020,NY_PRE
990,600,0.000375,16020,NY_PRE
995,600,0.000312,16020,NY_PRE
1000,600,0.00025,16020,NY_PRE
1005,600,0.00025,16020,NY_PRE
1010,600,0.000187,16020,NY_PRE
1015,600,0.000187,16020,NY_PRE
1020,600,0.000187,16020,NY_PRE
1025,600,0.000125,16020,NY_PRE
1030,600,0.000125,16020,NY_PRE
1035,600,0.000125,16020,NY_PRE
1040,600,0.000125,16020,NY_PRE
1045,600,0.000125,16020,NY_PRE
1050,600,0.000125,16020,NY_PRE
1055,600,0.000125,16020,NY_PRE
1060,600,6.2e-05,16020,NY_PRE
1065,600,6.2e-05,16020,NY_PRE
1070,600,6.2e-05,16020,NY_PRE
1075,600,6.2e-05,16020,NY_PRE
1080,600,6.2e-05,16020,NY_PRE
1085,600,6.2e-05,16020,NY_PRE
1090,600,6.2e-05,16020,NY_PRE
1095,600,6.2e-05,16020,NY_PRE
1100,600,6.2e-05,16020,NY_PRE
1105,600,6.2e-05,16020,NY_PRE
1110,600,6.2e-05,16020,NY_PRE
1115,600,6.2e-05,16020,NY_PRE
1120,600,6.2e-05,16020,NY_PRE
1125,600,6.2e-05,16020,NY_PRE
1130,600,6.2e-05,16020,NY_PRE
1135,600,6.2e-05,16020,NY_PRE
1140,600,6.2e-05,16020,NY_PRE
1145,600,6.2e-05,16020,NY_PRE
1150,600,6.2e-05,16020,NY_PRE
1155,600,0.0,16020,NY_PRE
1160,600,0.0,16020,NY_PRE
1165,600,0.0,16020,NY_PRE
1170,600,0.0,16020,NY_PRE
1175,600,0.0,16020,NY_PRE
1180,600,0.0,16020,NY_PRE
1185,600,0.0,16020,NY_PRE
1190,600,0.0,16020,NY_PRE
1195,600,0.0,16020,NY_PRE
1200,600,0.0,16020,NY_PRE
1205,600,0.0,16020,NY_PRE
1210,600,0.0,16020,NY_PRE
1215,600,0.0,16020,NY_PRE
1220,600,0.0,16020,NY_PRE
1225,600,0.0,16020,NY_PRE
1230,600,0.0,16020,NY_PRE
1235,600,0.0,16020,NY_PRE
1240,600,0.0,16020,NY_PRE
1245,600,0.0,16020,NY_PRE
1250,600,0.0,16020,NY_PRE
1255,600,0.0,16020,NY_PRE
1260,600,0.0,16020,NY_PRE
1265,600,0.0,16020,NY_PRE
1270,600,0.0,16020,NY_PRE
1275,600,0.0,16020,NY_PRE
1280,600,0.0,16020,NY_PRE
1285,600,0.0,16020,NY_PRE
1290,600,0.0,16020,NY_PRE
1295,600,0.0,16020,NY_PRE
1300,600,0.0,16020,NY_PRE
1305,600,0.0,16020,NY_PRE
1310,600,0.0,16020,NY_PRE
1315,600,0.0,16020,NY_PRE
1320,600,0.0,16020,NY_PRE
1325,600,0.0,16020,NY_PRE
1330,600,0.0,16020,NY_PRE
1335,600,0.0,16020,NY_PRE
1340,600,0.0,16020,NY_PRE
1345,600,0.0,16020,NY_PRE
1350,600,0.0,16020,NY_PRE
1355,600,0.0,16020,NY_PRE
1360,600,0.0,16020,NY_PRE
1365,600,0.0,16020,NY_PRE
1370,600,0.0,16020,NY_PRE
1375,600,0.0,16020,NY_PRE
1380,600,0.0,16020,NY_PRE
1385,600,0.0,16020,NY_PRE
1390,600,0.0,16020,NY_PRE
1395,600,0.0,16020,NY_PRE
1400,600,0.0,16020,NY_PRE
1405,600,0.0,16020,NY_PRE
1410,600,0.0,16020,NY_PRE
1415,600,0.0,16020,NY_PRE
1420,600,0.0,16020,NY_PRE
1425,600,0.0,16020,NY_PRE
1430,600,0.0,16020,NY_PRE
1435,600,0.0,16020,NY_PRE
1440,600,0.0,16020,NY_PRE
1445,600,0.0,16020,NY_PRE
1450,600,0.0,16020,NY_PRE
1455,600,0.0,16020,NY_PRE
1460,600,0.0,16020,NY_PRE
1465,600,0.0,16020,NY_PRE
1470,600,0.0,16020,NY_PRE
1475,600,0.0,16020,NY_PRE
1480,600,0.0,16020,NY_PRE
1485,600,0.0,16020,NY_PRE
1490,600,0.0,16020,NY_PRE
1495,600,0.0,16020,NY_PRE
1500,600,0.0,16020,NY_PRE
1505,600,0.0,16020,NY_PRE
1510,600,0.0,16020,NY_PRE
1515,600,0.0,16020,NY_PRE
1520,600,0.0,16020,NY_PRE
1525,600,0.0,16020,NY_PRE
1530,600,0.0,16020,NY_PRE
1535,600,0.0,16020,NY_PRE
1540,600,0.0,16020,NY_PRE
1545,600,0.0,16020,NY_PRE
1550,600,0.0,16020,NY_PRE
1555,600,0.0,16020,NY_PRE
1560,600,0.0,16020,NY_PRE
1565,600,0.0,16020,NY_PRE
1570,600,0.0,16020,NY_PRE
1575,600,0.0,16020,NY_PRE
1580,600,0.0,16020,NY_PRE
1585,600,0.0,16020,NY_PRE
1590,600,0.0,16020,NY_PRE
1595,600,0.0,16020,NY_PRE
1600,600,0.0,16020,NY_PRE
1605,600,0.0,16020,NY_PRE
1610,600,0.0,16020,NY_PRE
1615,600,0.0,16020,NY_PRE
1620,600,0.0,16020,NY_PRE
1625,600,0.0,16020,NY_PRE
1630,600,0.0,16020,NY_PRE
1635,600,0.0,16020,NY_PRE
1640,600,0.0,16020,NY_PRE
1645,600,0.0,16020,NY_PRE
1650,600,0.0,16020,NY_PRE
1655,600,0.0,16020,NY_PRE
1660,600,0.0,16020,NY_PRE
1665,600,0.0,16020,NY_PRE
1670,600,0.0,16020,NY_PRE
1675,600,0.0,16020,NY_PRE
1680,600,0.0,16020,NY_PRE
1685,600,0.0,16020,NY_PRE
1690,600,0.0,16020,NY_PRE
1695,600,0.0,16020,NY_PRE
1700,600,0.0,16020,NY_PRE
1705,600,0.0,16020,NY_PRE
1710,600,0.0,16020,NY_PRE
1715,600,0.0,16020,NY_PRE
1720,600,0.0,16020,NY_PRE
1725,600,0.0,16020,NY_PRE
1730,600,0.0,16020,NY_PRE
1735,600,0.0,16020,NY_PRE
1740,600,0.0,16020,NY_PRE
1745,600,0.0,16020,NY_PRE
1750,600,0.0,16020,NY_PRE
1755,600,0.0,16020,NY_PRE
1760,600,0.0,16020,NY_PRE
1765,600,0.0,16020,NY_PRE
1770,600,0.0,16020,NY_PRE
1775,600,0.0,16020,NY_PRE
1780,600,0.0,16020,NY_PRE
1785,600,0.0,16020,NY_PRE
1790,600,0.0,16020,NY_PRE
1795,600,0.0,16020,NY_PRE
1800,600,0.0,16020,NY_PRE
1805,600,0.0,16020,NY_PRE
1810,600,0.0,16020,NY_PRE
1815,600,0.0,16020,NY_PRE
1820,600,0.0,16020,NY_PRE
1825,600,0.0,16020,NY_PRE
1830,600,0.0,16020,NY_PRE
1835,600,0.0,16020,NY_PRE
1840,600,0.0,16020,NY_PRE
1845,600,0.0,16020,NY_PRE
1850,600,0.0,16020,NY_PRE
1855,600,0.0,16020,NY_PRE
1860,600,0.0,16020,NY_PRE
1865,600,0.0,16020,NY_PRE
1870,600,0.0,16020,NY_PRE
1875,600,0.0,16020,NY_PRE
1880,600,0.0,16020,NY_PRE
1885,600,0.0,16020,NY_PRE
1890,600,0.0,16020,NY_PRE
1895,600,0.0,16020,NY_PRE
1900,600,0.0,16020,NY_PRE
1905,600,0.0,16020,NY_PRE
1910,600,0.0,16020,NY_PRE
1915,600,0.0,16020,NY_PRE
1920,600,0.0,16020,NY_PRE
1925,600,0.0,16020,NY_PRE
1930,600,0.0,16020,NY_PRE
1935,600,0.0,16020,NY_PRE
1940,600,0.0,16020,NY_PRE
1945,600,0.0,16020,NY_PRE
1950,600,0.0,16020,NY_PRE
1955,600,0.0,16020,NY_PRE
1960,600,0.0,16020,NY_PRE
1965,600,0.0,16020,NY_PRE
1970,600,0.0,16020,NY_PRE
1975,600,0.0,16020,NY_PRE
1980,600,0.0,16020,NY_PRE
1985,600,0.0,16020,NY_PRE
1990,600,0.0,16020,NY_PRE
1995,600,0.0,16020,NY_PRE
2000,600,0.0,16020,NY_PRE
50,600,1.0,540,UNKNOWN
55,600,1.0,540,UNKNOWN
60,600,1.0,540,UNKNOWN
65,600,1.0,540,UNKNOWN
70,600,1.0,540,UNKNOWN
75,600,0.998148,540,UNKNOWN
80,600,0.998148,540,UNKNOWN
85,600,0.998148,540,UNKNOWN
90,600,0.994444,540,UNKNOWN
95,600,0.987037,540,UNKNOWN
100,600,0.981481,540,UNKNOWN
105,600,0.975926,540,UNKNOWN
110,600,0.968519,540,UNKNOWN
115,600,0.962963,540,UNKNOWN
120,600,0.95,540,UNKNOWN
125,600,0.937037,540,UNKNOWN
130,600,0.922222,540,UNKNOWN
135,600,0.903704,540,UNKNOWN
140,600,0.892593,540,UNKNOWN
145,600,0.875926,540,UNKNOWN
150,600,0.864815,540,UNKNOWN
155,600,0.851852,540,UNKNOWN
160,600,0.82963,540,UNKNOWN
165,600,0.822222,540,UNKNOWN
170,600,0.807407,540,UNKNOWN
175,600,0.790741,540,UNKNOWN
180,600,0.77963,540,UNKNOWN
185,600,0.755556,540,UNKNOWN
190,600,0.731481,540,UNKNOWN
195,600,0.716667,540,UNKNOWN
200,600,0.709259,540,UNKNOWN
205,600,0.687037,540,UNKNOWN
210,600,0.672222,540,UNKNOWN
215,600,0.655556,540,UNKNOWN
220,600,0.633333,540,UNKNOWN
225,600,0.603704,540,UNKNOWN
230,600,0.581481,540,UNKNOWN
235,600,0.564815,540,UNKNOWN
240,600,0.551852,540,UNKNOWN
245,600,0.537037,540,UNKNOWN
250,600,0.514815,540,UNKNOWN
255,600,0.501852,540,UNKNOWN
260,600,0.475926,540,UNKNOWN
265,600,0.459259,540,UNKNOWN
270,600,0.444444,540,UNKNOWN
275,600,0.422222,540,UNKNOWN
280,600,0.403704,540,UNKNOWN
285,600,0.383333,540,UNKNOWN
290,600,0.362963,540,UNKNOWN
295,600,0.355556,540,UNKNOWN
300,600,0.348148,540,UNKNOWN
305,600,0.337037,540,UNKNOWN
310,600,0.331481,540,UNKNOWN
315,600,0.32037,540,UNKNOWN
320,600,0.311111,540,UNKNOWN
325,600,0.3,540,UNKNOWN
330,600,0.288889,540,UNKNOWN
335,600,0.272222,540,UNKNOWN
340,600,0.259259,540,UNKNOWN
345,600,0.244444,540,UNKNOWN
350,600,0.22963,540,UNKNOWN
355,600,0.22037,540,UNKNOWN
360,600,0.205556,540,UNKNOWN
365,600,0.192593,540,UNKNOWN
370,600,0.190741,540,UNKNOWN
375,600,0.17963,540,UNKNOWN
380,600,0.174074,540,UNKNOWN
385,600,0.159259,540,UNKNOWN
390,600,0.15,540,UNKNOWN
395,600,0.144444,540,UNKNOWN
400,600,0.140741,540,UNKNOWN
405,600,0.137037,540,UNKNOWN
410,600,0.125926,540,UNKNOWN
415,600,0.125926,540,UNKNOWN
420,600,0.116667,540,UNKNOWN
425,600,0.111111,540,UNKNOWN
430,600,0.107407,540,UNKNOWN
435,600,0.105556,540,UNKNOWN
440,600,0.105556,540,UNKNOWN
445,600,0.101852,540,UNKNOWN
450,600,0.1,540,UNKNOWN
455,600,0.096296,540,UNKNOWN
460,600,0.090741,540,UNKNOWN
465,600,0.085185,540,UNKNOWN
470,600,0.07963,540,UNKNOWN
475,600,0.074074,540,UNKNOWN
480,600,0.072222,540,UNKNOWN
485,600,0.068519,540,UNKNOWN
490,600,0.064815,540,UNKNOWN
495,600,0.061111,540,UNKNOWN
500,600,0.059259,540,UNKNOWN
505,600,0.053704,540,UNKNOWN
510,600,0.044444,540,UNKNOWN
515,600,0.044444,540,UNKNOWN
520,600,0.042593,540,UNKNOWN
525,600,0.042593,540,UNKNOWN
530,600,0.040741,540,UNKNOWN
535,600,0.037037,540,UNKNOWN
540,600,0.035185,540,UNKNOWN
545,600,0.035185,540,UNKNOWN
550,600,0.035185,540,UNKNOWN
555,600,0.033333,540,UNKNOWN
560,600,0.033333,540,UNKNOWN
565,600,0.02963,540,UNKNOWN
570,600,0.02963,540,UNKNOWN
575,600,0.02963,540,UNKNOWN
580,600,0.027778,540,UNKNOWN
585,600,0.027778,540,UNKNOWN
590,600,0.027778,540,UNKNOWN
595,600,0.027778,540,UNKNOWN
600,600,0.027778,540,UNKNOWN
605,600,0.027778,540,UNKNOWN
610,600,0.02037,540,UNKNOWN
615,600,0.02037,540,UNKNOWN
620,600,0.02037,540,UNKNOWN
625,600,0.02037,540,UNKNOWN
630,600,0.02037,540,UNKNOWN
635,600,0.02037,540,UNKNOWN
640,600,0.02037,540,UNKNOWN
645,600,0.02037,540,UNKNOWN
650,600,0.02037,540,UNKNOWN
655,600,0.018519,540,UNKNOWN
660,600,0.018519,540,UNKNOWN
665,600,0.018519,540,UNKNOWN
670,600,0.018519,540,UNKNOWN
675,600,0.016667,540,UNKNOWN
680,600,0.016667,540,UNKNOWN
685,600,0.014815,540,UNKNOWN
690,600,0.012963,540,UNKNOWN
695,600,0.012963,540,UNKNOWN
700,600,0.012963,540,UNKNOWN
705,600,0.012963,540,UNKNOWN
710,600,0.011111,540,UNKNOWN
715,600,0.011111,540,UNKNOWN
720,600,0.011111,540,UNKNOWN
725,600,0.011111,540,UNKNOWN
730,600,0.009259,540,UNKNOWN
735,600,0.009259,540,UNKNOWN
740,600,0.009259,540,UNKNOWN
745,600,0.009259,540,UNKNOWN
750,600,0.009259,540,UNKNOWN
755,600,0.009259,540,UNKNOWN
760,600,0.009259,540,UNKNOWN
765,600,0.009259,540,UNKNOWN
770,600,0.009259,540,UNKNOWN
